sent,claim,formula,row_index,column,scenario,file
=G145/$G$139,=G145/G137-1,"=VLOOKUP(A150,[2]!PG_Data,MATCH(B150,[2]!PG_Time,0),FALSE)",PGCap_coal,2017,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G145/G137-1,"=VLOOKUP(A151,[2]!PG_Data,MATCH(B151,[2]!PG_Time,0),FALSE)",PGCap_nuclear,2017,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G145/G137-1,"=VLOOKUP(A152,[2]!PG_Data,MATCH(B152,[2]!PG_Time,0),FALSE)",PGCap_REnew,2017,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G145/G137-1,"=VLOOKUP(A153,[2]!PG_Data,MATCH(B153,[2]!PG_Time,0),FALSE)",PGCap_other,2017,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G155/G147-1,"=VLOOKUP(A155,[2]!PG_Data,MATCH(B155,[2]!PG_Time,0),FALSE)",PGCap_total,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G156/G148-1,"=VLOOKUP(A156,[2]!PG_Data,MATCH(B156,[2]!PG_Time,0),FALSE)",PGCap_oil,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G157/G149-1,"=VLOOKUP(A157,[2]!PG_Data,MATCH(B157,[2]!PG_Time,0),FALSE)",PGCap_gas,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G158/G150-1,"=VLOOKUP(A158,[2]!PG_Data,MATCH(B158,[2]!PG_Time,0),FALSE)",PGCap_coal,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G159/G151-1,"=VLOOKUP(A159,[2]!PG_Data,MATCH(B159,[2]!PG_Time,0),FALSE)",PGCap_nuclear,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G160/G152-1,"=VLOOKUP(A160,[2]!PG_Data,MATCH(B160,[2]!PG_Time,0),FALSE)",PGCap_REnew,2040,HEC,templates_temp/data/Ch9_YA.csv
=G145/$G$139,=G161/G153-1,"=VLOOKUP(A161,[2]!PG_Data,MATCH(B161,[2]!PG_Time,0),FALSE)",PGCap_other,2040,HEC,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G179/G183-1,"=HLOOKUP(B179, [23]!RawData_HEC_World, MATCH(A179, [23]!DataRowName, 0), FALSE)",SO2_Total,2040,HEC,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G180/G184-1,"=HLOOKUP(B180, [23]!RawData_HEC_World, MATCH(A180, [23]!DataRowName, 0), FALSE)",NOX_Total,2040,HEC,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G181/G185-1,"=HLOOKUP(B181, [23]!RawData_HEC_World, MATCH(A181, [23]!DataRowName, 0), FALSE)",PM_Total,2040,HEC,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G183/G179-1,"=HLOOKUP(B183, [23]!RawData_NPS_World, MATCH(A183, [23]!DataRowName, 0), FALSE)",SO2_Total,2040,NPS,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G184/G180-1,"=HLOOKUP(B184, [23]!RawData_NPS_World, MATCH(A184, [23]!DataRowName, 0), FALSE)",NOX_Total,2040,NPS,templates_temp/data/Ch9_YA.csv
=G169/$G$163,=G185/G181-1,"=HLOOKUP(B185, [23]!RawData_NPS_World, MATCH(A185, [23]!DataRowName, 0), FALSE)",PM_Total,2040,NPS,templates_temp/data/Ch9_YA.csv
"The Sustainable Development Scenario shows a very different outlook for the electricity sector. Energy efficiency is the most important factor for reaching the Sustainable Development Goals (SDGs) most closely related to energy, and considerable efforts on energy efficiency temper electricity demand growth in this scenario. While total electricity demand is as a result around 8% lower than in the New Policies Scenario by 2040, electrification nevertheless still features strongly in the Sustainable Development Scenario: a switch to electric end uses means that electricity accounts for more than 40% of useful final energy in 2040, a 40% increase on today’s rate.",0.08,=G205/G204-1,,,,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,"=ROUND(G213,2)=F212",,,,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,=(G216-G215)/(G219-G218),,,,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,"=VLOOKUP(A215,[1]!PG_Data,MATCH(B215,[1]!PG_Time,0),FALSE)",PGOUTRenew,2040,NPS,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,"=VLOOKUP(A216,[2]!PG_Data,MATCH(B216,[2]!PG_Time,0),FALSE)",PGOUTRenew,2040,HEC,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,"=VLOOKUP(A218,[1]!PG_Data,MATCH(B218,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"• Renewables, driven by continued cost reductions, supply 36% of the additional electricity demand. ",0.36,"=VLOOKUP(A219,[2]!PG_Data,MATCH(B219,[2]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,"=AND(G237<0.36,G237>0.32)",,,,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,=(G240-G239)/(G243-G242),,,,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,"=VLOOKUP(A239,[1]!PG_Data,MATCH(B239,[1]!PG_Time,0),FALSE)",PGOUTgas,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,"=VLOOKUP(A240,[2]!PG_Data,MATCH(B240,[2]!PG_Time,0),FALSE)",PGOUTgas,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,"=VLOOKUP(A242,[1]!PG_Data,MATCH(B242,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",third,"=VLOOKUP(A243,[2]!PG_Data,MATCH(B243,[2]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,"=AND(G247<0.36,G247>0.32)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,=(G250-G249)/(G253-G252),PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,"=VLOOKUP(A249,[1]!PG_Data,MATCH(B249,[1]!PG_Time,0),FALSE)",PGOUTcoal,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,"=VLOOKUP(A250,[2]!PG_Data,MATCH(B250,[2]!PG_Time,0),FALSE)",PGOUTcoal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,"=VLOOKUP(A252,[1]!PG_Data,MATCH(B252,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",quarter,"=VLOOKUP(A253,[2]!PG_Data,MATCH(B253,[2]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,"=AND(G256<0.36,G256>0.32)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,=(G259-G258)/(G262-G261),PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,"=VLOOKUP(A258,[1]!PG_Data,MATCH(B258,[1]!PG_Time,0),FALSE)",PGOUTnuclear,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,"=VLOOKUP(A259,[2]!PG_Data,MATCH(B259,[2]!PG_Time,0),FALSE)",PGOUTnuclear,2040,HEC,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,"=VLOOKUP(A261,[1]!PG_Data,MATCH(B261,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"Gas-fired generation makes up for another third of the increase, and coal-fired generation for around a quarter; nuclear makes up 5% of the difference. ",0.05,"=VLOOKUP(A262,[2]!PG_Data,MATCH(B262,[2]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
"• Efficiency can also raise the share of electricity in energy use. In the Sustainable Development Scenario, greater end-use efficiency for all fuels reduces electricity demand by 2040 by around 8%, relative to the main scenario; but the share in final energy demand is 4 percentage points higher. Increasing energy efficiency is the most important factor for reaching the Sustainable Development Goals (SDGs). ",-0.08,"=ROUND(G272,2)=F271",,,,templates_temp/data/Ch9_YA.csv
"• Efficiency can also raise the share of electricity in energy use. In the Sustainable Development Scenario, greater end-use efficiency for all fuels reduces electricity demand by 2040 by around 8%, relative to the main scenario; but the share in final energy demand is 4 percentage points higher. Increasing energy efficiency is the most important factor for reaching the Sustainable Development Goals (SDGs). ",0.04,"=ROUND(G274,2)=F273",,,,templates_temp/data/Ch9_YA.csv
"• Efficiency can also raise the share of electricity in energy use. In the Sustainable Development Scenario, greater end-use efficiency for all fuels reduces electricity demand by 2040 by around 8%, relative to the main scenario; but the share in final energy demand is 4 percentage points higher. Increasing energy efficiency is the most important factor for reaching the Sustainable Development Goals (SDGs). ",0.04,=G275-G276,,,,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 37% in 2040, ",0.37,"=ROUND(G288,2)=F287",,,,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 37% in 2040, ",0.37,=(G290+G291)/G289,,,,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 37% in 2040, ",0.37,"=VLOOKUP(A289,[24]!PG_Data,MATCH(B289,[24]!PG_Time,0),FALSE)",PGOUTtotal,2040,SDS,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 37% in 2040, ",0.37,"=VLOOKUP(A290,[24]!PG_Data,MATCH(B290,[24]!PG_Time,0),FALSE)",PGOUTsolarPV,2040,SDS,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 37% in 2040, ",0.37,"=VLOOKUP(A291,[24]!PG_Data,MATCH(B291,[24]!PG_Time,0),FALSE)",PGOUTwind,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",decarbonised,=1-G295<0.2,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",fall sharply,=MIN(F310:F312)<-0.8,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",lower,=F314<F315,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",almost four,=G318/G317,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",led,"=SUM(F321,F323)/F318>0.5",,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",almost 40%,"=SUM(G321,G323)/G325",,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",0.13,=F326,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",0.06,=F327,,,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",0.06,"=HLOOKUP(B306, [23]!RawData_SDS_World, MATCH(A306, [23]!DataRowName, 0), FALSE)",SO2_PP_Total,2015,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",0.06,"=HLOOKUP(B307, [23]!RawData_SDS_World, MATCH(A307, [23]!DataRowName, 0), FALSE)",NOX_PP_Total,2015,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",0.06,"=HLOOKUP(B308, [23]!RawData_SDS_World, MATCH(A308, [23]!DataRowName, 0), FALSE)",PM_PP_Total,2015,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G310/G306-1,"=HLOOKUP(B310, [23]!RawData_SDS_World, MATCH(A310, [23]!DataRowName, 0), FALSE)",SO2_PP_Total,2040,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G311/G307-1,"=HLOOKUP(B311, [23]!RawData_SDS_World, MATCH(A311, [23]!DataRowName, 0), FALSE)",NOX_PP_Total,2040,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G312/G308-1,"=HLOOKUP(B312, [23]!RawData_SDS_World, MATCH(A312, [23]!DataRowName, 0), FALSE)",PM_PP_Total,2040,,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=SUM(E164:E167),"=VLOOKUP(A317,[24]!PG_Data,MATCH(B317,[24]!PG_Time,0),FALSE)",PGOUTRenew,2017,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G318-G317,"=VLOOKUP(A318,[24]!PG_Data,MATCH(B318,[24]!PG_Time,0),FALSE)",PGOUTRenew,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G318-G317,"=VLOOKUP(A320,[24]!PG_Data,MATCH(B320,[24]!PG_Time,0),FALSE)",PGOUTwind,2017,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G321-G320,"=VLOOKUP(A321,[24]!PG_Data,MATCH(B321,[24]!PG_Time,0),FALSE)",PGOUTwind,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G321-G320,"=VLOOKUP(A322,[24]!PG_Data,MATCH(B322,[24]!PG_Time,0),FALSE)",PGOUTSolarPV,2017,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G323-G322,"=VLOOKUP(A323,[24]!PG_Data,MATCH(B323,[24]!PG_Time,0),FALSE)",PGOUTSolarPV,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G323-G322,"=VLOOKUP(A325,[24]!PG_Data,MATCH(B325,[24]!PG_Time,0),FALSE)",PGOUTtotal,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G326/G325,"=VLOOKUP(A326,[24]!PG_Data,MATCH(B326,[24]!PG_Time,0),FALSE)",PGOUTnuclear,2040,SDS,templates_temp/data/Ch9_YA.csv
"In the Sustainable Development Scenario, power generation is all but decarbonised by 2040: 85% of global generation comes from low-carbon sources, compared with  51% in the New Policies Scenario, and 35% today. Air pollution emissions also fall sharply, due to lower overall thermal generation. Generation from renewables rises by almost four times by 2040 compared with today, led by wind and solar, which account for almost 40% of total generation in 2040. Nuclear and CCUS also play a role: they account in 2040  for  13% and 6% of generation respectively. ",=G327/G325,"=VLOOKUP(A327,[24]!PG_Data,MATCH(B327,[24]!PG_Time,0),FALSE)",PGOUTCCS_total,2040,SDS,templates_temp/data/Ch9_YA.csv
"Flexibility needs increase in the Sustainable Development Scenario as the average share of variable renewables reaches 38% in 2040, a level that only Denmark has reached today. Countries that rely mostly on solar PV to meet the SDGs require more flexibility  than those with more balanced portfolios of variable renewables. ",0.38,=G302,,,,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G139/G143,,,,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G128-G127,,,,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A127,[3]!PG_Data,MATCH($B127,[3]!PG_Time,0),FALSE)",PGOUTtotal,2017,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A128,[3]!PG_Data,MATCH($B128,[3]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G132-G131,PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP(A131,[1]!PG_Data,MATCH(B131,[1]!PG_Time,0),FALSE)",PGOUTtotal,2017,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP(A132,[1]!PG_Data,MATCH(B132,[1]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G136-G135,PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A135,[4]!PG_Data,MATCH($B135,[4]!PG_Time,0),FALSE)",PGOUTtotal,2017,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A136,[4]!PG_Data,MATCH($B136,[4]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,=G141-G140,PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A140,[3]!PG_Data,MATCH($B140,[3]!PG_Time,0),FALSE)",PGOUTtotal,2040,NPS,templates_temp/data/Ch9_YA.csv
"While advanced economies account for only 10% of electricity demand growth from now until 2040 in the New Policies Scenario, they make up more than a third of the additional electricity demand in the Future is Electric Scenario. ",0.4,"=VLOOKUP($A141,[5]!PG_Data,MATCH($B141,[5]!PG_Time,0),FALSE)",PGOUTtotal,2040,HEC,templates_temp/data/Ch9_YA.csv
